timestamp,disk_r_s,disk_w_s,disk_rkB_s,disk_wkB_s,disk_r_await_ms,disk_w_await_ms,disk_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_mem_free_mb,gpu_util_pct,dcgmi_power_w,dcgmi_gpu_util_pct,dcgmi_nvlink_tx_mbs,dcgmi_nvlink_rx_mbs,dcgmi_pcie_tx_mbs,dcgmi_pcie_rx_mbs
2026-05-02T01:26:15,,,,,,,,3805.0,46068.0,41684.0,78.0,12.8,1.2,71.4,0.0,0.0,6328110.6
2026-05-02T01:26:17,,,,,,,,3805.0,46068.0,41684.0,59.0,8.4,1.2,72.7,0.0,0.0,4178337.2
2026-05-02T01:26:18,,,,,,,,3805.0,46068.0,41684.0,78.0,12.8,1.2,71.3,0.1,0.0,11380020.4
2026-05-02T01:26:20,,,,,,,,3805.0,46068.0,41684.0,76.0,12.4,1.2,74.4,0.1,0.1,23142902.4
2026-05-02T01:26:21,,,,,,,,3805.0,46068.0,41684.0,51.0,7.6,1.2,74.2,0.1,0.1,25789275.4
2026-05-02T01:26:22,,,,,,,,3805.0,46068.0,41684.0,76.0,12.6,1.2,71.1,0.1,0.0,12283213.0
2026-05-02T01:26:24,,,,,,,,3805.0,46068.0,41684.0,79.0,13.2,1.2,71.7,0.1,0.1,20366563.2
2026-05-02T01:26:25,,,,,,,,3805.0,46068.0,41684.0,10.0,13.0,1.2,74.5,0.1,0.1,14017494.0
2026-05-02T01:26:27,,,,,,,,3805.0,46068.0,41684.0,77.0,12.6,1.2,71.0,0.2,0.1,26678783.0
2026-05-02T01:26:28,,,,,,,,3805.0,46068.0,41684.0,76.0,12.8,1.2,71.3,0.1,0.1,11224341.4
2026-05-02T01:26:30,,,,,,,,3805.0,46068.0,41684.0,77.0,12.6,1.2,74.1,0.1,0.1,25451008.6
2026-05-02T01:26:31,,,,,,,,3805.0,46068.0,41684.0,33.0,12.6,1.2,66.3,0.1,0.1,24827279.6
2026-05-02T01:26:33,,,,,,,,3805.0,46068.0,41684.0,40.0,13.0,1.2,71.1,0.1,0.1,14659412.2
2026-05-02T01:26:34,,,,,,,,3805.0,46068.0,41684.0,13.0,2.2,1.2,71.4,0.2,0.1,26553601.8
2026-05-02T01:26:36,,,,,,,,3805.0,46068.0,41684.0,78.0,12.2,1.2,69.9,0.1,0.1,22646017.0
2026-05-02T01:26:37,,,,,,,,3805.0,46068.0,41684.0,76.0,12.6,1.2,77.4,0.1,0.1,6598965.2
2026-05-02T01:26:39,,,,,,,,3805.0,46068.0,41684.0,78.0,0.0,1.2,72.3,0.2,0.1,26339118.6
2026-05-02T01:26:40,,,,,,,,3805.0,46068.0,41684.0,76.0,3.6,1.2,64.8,0.1,0.1,25549141.0
2026-05-02T01:26:41,,,,,,,,3805.0,46068.0,41684.0,70.0,11.8,1.2,67.8,0.2,0.1,27017348.4
2026-05-02T01:26:43,,,,,,,,3805.0,46068.0,41684.0,77.0,12.8,1.2,78.9,0.0,0.0,5447202.8
2026-05-02T01:26:44,,,,,,,,3805.0,46068.0,41684.0,76.0,3.8,1.2,69.0,0.2,0.1,25687434.4
2026-05-02T01:26:46,,,,,,,,3805.0,46068.0,41684.0,28.0,12.6,1.2,66.9,0.0,0.0,3239591.6
2026-05-02T01:26:47,,,,,,,,3805.0,46068.0,41684.0,33.0,6.4,1.2,72.9,0.1,0.1,25752919.2
2026-05-02T01:26:49,,,,,,,,3805.0,46068.0,41684.0,76.0,12.6,1.2,72.5,0.2,0.1,25726600.0
2026-05-02T01:26:50,,,,,,,,3805.0,46068.0,41684.0,75.0,12.4,1.2,67.9,0.2,0.1,27101141.4
2026-05-02T01:26:51,,,,,,,,3805.0,46068.0,41684.0,74.0,11.8,1.2,66.3,0.0,0.0,3473306.4
2026-05-02T01:26:53,,,,,,,,3805.0,46068.0,41684.0,25.0,4.2,1.2,68.0,0.2,0.1,26315234.8
2026-05-02T01:26:54,,,,,,,,3805.0,46068.0,41684.0,76.0,2.0,1.2,76.8,0.2,0.1,26431872.6
2026-05-02T01:26:55,,,,,,,,3805.0,46068.0,41684.0,78.0,7.6,1.2,72.4,0.1,0.1,25428259.8
2026-05-02T01:26:57,,,,,,,,3805.0,46068.0,41684.0,77.0,12.6,1.2,71.1,0.1,0.1,25148065.6
2026-05-02T01:26:58,,,,,,,,3805.0,46068.0,41684.0,76.0,12.6,1.2,72.4,0.2,0.1,25196309.2
2026-05-02T01:27:00,,,,,,,,3805.0,46068.0,41684.0,61.0,9.8,1.2,72.4,0.2,0.1,26403621.2
2026-05-02T01:27:01,,,,,,,,3805.0,46068.0,41684.0,60.0,9.8,1.2,68.4,0.2,0.1,26461651.2
2026-05-02T01:27:03,,,,,,,,3805.0,46068.0,41684.0,75.0,12.6,1.2,74.9,0.1,0.0,7496940.0
2026-05-02T01:27:04,,,,,,,,3805.0,46068.0,41684.0,76.0,12.6,1.2,71.9,0.2,0.1,26328131.6
2026-05-02T01:27:05,,,,,,,,3805.0,46068.0,41684.0,71.0,0.0,1.2,63.9,0.0,0.0,3483465.6
2026-05-02T01:27:07,,,,,,,,3805.0,46068.0,41684.0,0.0,0.0,1.2,40.4,0.0,0.0,5554532.2
2026-05-02T01:27:09,,,,,,,,3805.0,46068.0,41684.0,0.0,0.0,1.2,39.3,0.0,0.0,3682816.0
2026-05-02T01:27:11,,,,,,,,3805.0,46068.0,41684.0,0.0,0.0,1.2,39.2,0.0,0.0,3270661.6
2026-05-02T01:27:13,,,,,,,,3805.0,46068.0,41684.0,0.0,0.0,1.2,39.3,0.0,0.0,3384044.8
2026-05-02T01:27:15,,,,,,,,3805.0,46068.0,41684.0,0.0,0.0,1.2,38.8,0.0,0.0,3473792.6
2026-05-02T01:27:16,,,,,,,,3805.0,46068.0,41684.0,0.0,0.0,1.2,39.3,0.0,0.0,3533910.8
2026-05-02T01:27:18,,,,,,,,3805.0,46068.0,41684.0,0.0,0.0,1.2,40.6,0.0,0.0,3398285.0
2026-05-02T01:27:20,,,,,,,,3805.0,46068.0,41684.0,0.0,0.0,1.2,40.9,0.0,0.0,3598297.8
2026-05-02T01:27:22,,,,,,,,3805.0,46068.0,41684.0,0.0,0.0,1.2,39.6,0.0,0.0,3555118.2
2026-05-02T01:27:24,,,,,,,,3805.0,46068.0,41684.0,0.0,0.0,1.2,39.2,0.0,0.0,3537609.6
2026-05-02T01:27:26,,,,,,,,3805.0,46068.0,41684.0,0.0,0.0,1.2,40.2,0.0,0.0,4358466.0
2026-05-02T01:27:28,,,,,,,,3805.0,46068.0,41684.0,0.0,0.0,1.2,40.2,0.0,0.0,3505133.6
2026-05-02T01:27:30,,,,,,,,3805.0,46068.0,41684.0,0.0,0.0,1.2,40.0,0.0,0.0,3446583.4
2026-05-02T01:27:32,,,,,,,,3805.0,46068.0,41684.0,0.0,0.0,1.2,38.9,0.0,0.0,3423377.0
2026-05-02T01:27:34,,,,,,,,3805.0,46068.0,41684.0,0.0,0.0,1.2,37.5,0.0,0.0,4083854.0
2026-05-02T01:27:36,,,,,,,,3805.0,46068.0,41684.0,0.0,0.0,1.2,37.3,0.0,0.0,3445982.8
2026-05-02T01:27:37,,,,,,,,3805.0,46068.0,41684.0,43.0,6.4,1.2,47.9,0.2,0.1,26472596.4
2026-05-02T01:27:39,,,,,,,,3805.0,46068.0,41684.0,70.0,11.4,1.2,75.6,0.2,0.1,26596177.0
2026-05-02T01:27:40,,,,,,,,3805.0,46068.0,41684.0,78.0,13.0,1.2,77.4,0.2,0.1,21958255.8
2026-05-02T01:27:42,,,,,,,,3805.0,46068.0,41684.0,61.0,9.6,1.2,71.7,0.1,0.1,21111022.2
2026-05-02T01:27:43,,,,,,,,3805.0,46068.0,41684.0,76.0,12.6,1.2,75.7,0.2,0.1,25848427.8
2026-05-02T01:27:44,,,,,,,,3805.0,46068.0,41684.0,69.0,11.6,1.2,68.7,0.2,0.1,25741214.2
